"","tree_id","tree_code","fp_tree_id","fp_species_name","fp_species_id","fp_genus_name","fp_genus_id","fp_family_name","fp_family_apg_id","sub_plot_code","plot_code","csp_site","csp_tree_code","csp_species","csp_family","csp_full_name","csp_taxon_info","dbh_latest","census_date_latest"
"5370",10863,"T486",55783,"Siparuna decipiens",557901,"Siparuna",16503,"Siparunaceae",171,"22","TAM-05",NA,NA,NA,NA,NA,NA,149,"2011.652"
"5371",11764,"T486",56604,"Iriartea deltoidea",323534,"Iriartea",2617,"Arecaceae",413,"20","TAM-06",NA,NA,NA,NA,NA,NA,206,"2011.6725"
"5372",12593,"T486",635677,"Cinchona calisaya",117874,"Cinchona",23365,"Rubiaceae",455,"15","TRU-04",NA,NA,NA,NA,NA,NA,145,"2011.575"
"5373",13651,"T486",633469,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"11","WAY-01",NA,NA,NA,NA,NA,NA,106,"2011.896"
"5374",11147,"T486.1",261746,"Guatteria indet",629456,"Guatteria",1147,"Annonaceae",407,"22","TAM-05",NA,NA,NA,NA,NA,NA,109,"2011.652"
"5375",11765,"T486.1",56605,"Cecropia sciadophylla",103506,"Cecropia",8315,"Urticaceae",378,"20","TAM-06",NA,NA,NA,NA,NA,NA,134,"2011.6725"
"5376",13008,"T486A",636092,"Cinchona calisaya",117874,"Cinchona",23365,"Rubiaceae",455,"15","TRU-04",NA,NA,NA,NA,NA,NA,113,"2011.575"
"5377",487,"T487",1105869,"Hedyosmum indet",636930,"Hedyosmum",8621,"Chloranthaceae",226,"15","ACJ-01",NA,NA,NA,NA,NA,NA,154,"2014.2"
"5378",1345,"T487",634756,"Prunus integrifolia",504565,"Prunus",23140,"Rosaceae",397,"18","ESP-01",NA,NA,NA,NA,NA,NA,296,"2011.915"
"5379",3167,"T487",1106252,"Senefeldera inclinata",552637,"Senefeldera",10888,"Euphorbiaceae",415,"1","PAN-02",NA,NA,NA,NA,NA,NA,144,"2013.241"
"5380",7052,"T487",1108080,"Guatteria dielsiana",275224,"Guatteria",1147,"Annonaceae",407,"18","PAN-03",NA,NA,NA,NA,NA,NA,105,"2014.219"
"5381",7741,"T487",637170,"Tapirira indet",629358,"Tapirira",1049,"Anacardiaceae",390,"13","SPD-01",NA,NA,NA,NA,NA,NA,252,"2011.808"
"5382",9886,"T487",1062855,"Sapium glandulosum",536333,"Sapium",10870,"Euphorbiaceae",415,"14","SPD-02",NA,NA,NA,NA,NA,NA,224,"2009.033"
"5383",10864,"T487",55784,"Virola calophylla",618366,"Virola",16691,"Myristicaceae",340,"22","TAM-05",NA,NA,NA,NA,NA,NA,0,"2003.701"
"5384",11766,"T487",56606,"Guarea gomma",274926,"Guarea",16284,"Meliaceae",376,"19","TAM-06",NA,NA,NA,NA,NA,NA,114,"2011.6725"
"5385",12594,"T487",635678,"Cyathea delgadii",146888,"Cyathea",22031,"Cyatheaceae",470,"15","TRU-04",NA,NA,NA,NA,NA,NA,175,"2011.575"
"5386",13652,"T487",633470,"Clusia alata",124433,"Clusia",8717,"Clusiaceae",350,"11","WAY-01",NA,NA,NA,NA,NA,NA,153,"2011.896"
"5387",11905,"T487.1",261678,"Iriartea deltoidea",323534,"Iriartea",2617,"Arecaceae",413,"19","TAM-06",NA,NA,NA,NA,NA,NA,125,"2011.6725"
"5388",488,"T488",1105870,"Clethra cuneata",123323,"Clethra",8686,"Clethraceae",147,"15","ACJ-01",NA,NA,NA,NA,NA,NA,331,"2014.2"
"5389",1346,"T488",634757,"Weinmannia bangii",621938,"Weinmannia",9498,"Cunoniaceae",347,"18","ESP-01",NA,NA,NA,NA,NA,NA,504,"2011.915"
"5390",3168,"T488",1106253,"Qualea indet",655076,"Qualea",26767,"Vochysiaceae",281,"1","PAN-02",NA,NA,NA,NA,NA,NA,198,"2013.241"
"5391",7053,"T488",1108081,"Inga ruiziana",320378,"Inga",11884,"Fabaceae",423,"18","PAN-03",NA,NA,NA,NA,NA,NA,222,"2014.219"
"5392",7742,"T488",637171,"Ilex gabrielleana",316056,"Ilex",2161,"Aquifoliaceae",12,"13","SPD-01",NA,NA,NA,NA,NA,NA,334,"2011.808"
"5393",9887,"T488",1062856,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"14","SPD-02",NA,NA,NA,NA,NA,NA,137,"2009.033"
"5394",10865,"T488",55785,"Iryanthera juruensis",324684,"Iryanthera",16678,"Myristicaceae",340,"22","TAM-05",NA,NA,NA,NA,NA,NA,144,"2011.652"
"5395",11767,"T488",56607,"Iriartea deltoidea",323534,"Iriartea",2617,"Arecaceae",413,"20","TAM-06",NA,NA,NA,NA,NA,NA,214,"2011.6725"
"5396",12595,"T488",635679,"Oreopanax indet",630747,"Oreopanax",2438,"Araliaceae",368,"15","TRU-04",NA,NA,NA,NA,NA,NA,185,"2011.575"
"5397",13653,"T488",633471,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"11","WAY-01",NA,NA,NA,NA,NA,NA,142,"2011.896"
"5398",489,"T489",1105871,"Clethra cuneata",123323,"Clethra",8686,"Clethraceae",147,"15","ACJ-01",NA,NA,NA,NA,NA,NA,236,"2014.2"
"5399",1347,"T489",634758,"Miconia micropetala",411082,"Miconia",16100,"Melastomataceae",414,"18","ESP-01",NA,NA,NA,NA,NA,NA,0,"2010.066"
"5400",3169,"T489",1106254,"Indet indet",655545,"Indet",31330357,"Indet",469,"1","PAN-02",NA,NA,NA,NA,NA,NA,375,"2013.241"
"5401",7054,"T489",1108082,"Indet indet",655545,"Indet",31330357,"Indet",469,"18","PAN-03",NA,NA,NA,NA,NA,NA,0,"2014.219"
"5402",7743,"T489",637172,"Guatteria glauca",275265,"Guatteria",1147,"Annonaceae",407,"13","SPD-01",NA,NA,NA,NA,NA,NA,251,"2011.808"
"5403",9888,"T489",1062857,"Hieronyma macrocarpa",735347,"Hieronyma",10673,"Phyllanthaceae",380,"14","SPD-02","SPD-02","T489","macrocarpa","Phyllanthaceae","Hieronyma macrocarpa","Mull. Arg.",663,"2009.033"
"5404",10866,"T489",55786,"Roucheria punctata",527421,"Roucheria",15241,"Linaceae",440,"22","TAM-05","TAM-05","T489","columbiana","Linaceae","Roucheria columbiana","Hallier f.",184,"2011.652"
"5405",11768,"T489",56608,"Celtis schippii",104156,"Celtis",26314,"Cannabaceae",294,"20","TAM-06",NA,NA,NA,NA,NA,NA,275,"2011.6725"
"5406",12596,"T489",635680,"Ruagea subviridiflora",527782,"Ruagea",16322,"Meliaceae",376,"15","TRU-04",NA,NA,NA,NA,NA,NA,202,"2011.575"
"5407",13654,"T489",633472,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"11","WAY-01",NA,NA,NA,NA,NA,NA,125,"2011.896"
"5408",49,"T49",1105431,"Weinmannia cochensis",621958,"Weinmannia",9498,"Cunoniaceae",347,"2","ACJ-01",NA,NA,NA,NA,NA,NA,219,"2014.2"
"5409",908,"T49",634319,"Symplocos reflexa",580094,"Symplocos",26001,"Symplocaceae",124,"2","ESP-01",NA,NA,NA,NA,NA,NA,233,"2011.915"
"5410",3800,"T49",1106885,"Inga thibaudiana",320486,"Inga",11884,"Fabaceae",423,"24","PAN-02","PAN-02","T49","alba","Fabaceae","Inga alba","(Sw.) Willd.",538,"2013.241"
"5411",6619,"T49",1107647,"Schefflera sprucei",541304,"Schefflera",2453,"Araliaceae",368,"3","PAN-03",NA,NA,NA,NA,NA,NA,376,"2014.219"
"5412",7302,"T49",636731,"Tapirira indet",629358,"Tapirira",1049,"Anacardiaceae",390,"3","SPD-01",NA,NA,NA,NA,NA,NA,329,"2011.808"
"5413",9456,"T49",1062420,"Miconia indet",644409,"Miconia",16100,"Melastomataceae",414,"2","SPD-02",NA,NA,NA,NA,NA,NA,0,"2008.697"
"5414",11568,"T49",56130,"Inga bourgonii",319834,"Inga",11884,"Fabaceae",423,"4","TAM-06",NA,NA,NA,NA,NA,NA,0,"2006.041"
"5415",12156,"T49",635240,"Ocotea indet",642945,"Ocotea",14636,"Lauraceae",374,"2","TRU-04",NA,NA,NA,NA,NA,NA,293,"2011.575"
"5416",13215,"T49",633033,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"1","WAY-01",NA,NA,NA,NA,NA,NA,182,"2011.896"
"5417",490,"T490",1105872,"Weinmannia fagaroides",621985,"Weinmannia",9498,"Cunoniaceae",347,"15","ACJ-01",NA,NA,NA,NA,NA,NA,248,"2014.2"
"5418",1348,"T490",634759,"Weinmannia bangii",621938,"Weinmannia",9498,"Cunoniaceae",347,"18","ESP-01",NA,NA,NA,NA,NA,NA,418,"2011.915"
"5419",3170,"T490",1106255,"Sloanea laxiflora",559359,"Sloanea",10077,"Elaeocarpaceae",303,"1","PAN-02",NA,NA,NA,NA,NA,NA,119,"2013.241"
"5420",7055,"T490",1108083,"Sloanea guianensis",559338,"Sloanea",10077,"Elaeocarpaceae",303,"18","PAN-03",NA,NA,NA,NA,NA,NA,165,"2014.219"
"5421",7744,"T490",637173,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"13","SPD-01",NA,NA,NA,NA,NA,NA,111,"2011.808"
"5422",9889,"T490",1062858,"Guatteria glauca",275265,"Guatteria",1147,"Annonaceae",407,"15","SPD-02",NA,NA,NA,NA,NA,NA,210,"2009.033"
"5423",10867,"T490",55787,"Tachigali polyphylla",581891,"Tachigali",12729,"Fabaceae",423,"22","TAM-05",NA,NA,NA,NA,NA,NA,160,"2011.652"
"5424",11769,"T490",56609,"Inga acreana",319761,"Inga",11884,"Fabaceae",423,"20","TAM-06",NA,NA,NA,NA,NA,NA,162,"2011.6725"
"5425",12597,"T490",635681,"Indet indet",655378,"Indet",31330190,"Lauraceae",374,"15","TRU-04",NA,NA,NA,NA,NA,NA,188,"2011.575"
"5426",13655,"T490",633473,"Clusia alata",124433,"Clusia",8717,"Clusiaceae",350,"11","WAY-01",NA,NA,NA,NA,NA,NA,238,"2011.896"
"5427",1695,"T490.1",635106,"Weinmannia bangii",621938,"Weinmannia",9498,"Cunoniaceae",347,"18","ESP-01",NA,NA,NA,NA,NA,NA,166,"2011.915"
"5428",491,"T491",1105873,"Clethra cuneata",123323,"Clethra",8686,"Clethraceae",147,"15","ACJ-01",NA,NA,NA,NA,NA,NA,277,"2014.2"
"5429",1349,"T491",634760,"Weinmannia bangii",621938,"Weinmannia",9498,"Cunoniaceae",347,"18","ESP-01",NA,NA,NA,NA,NA,NA,250,"2011.915"
"5430",3171,"T491",1106256,"Meliosma loretoyacuensis",403379,"Meliosma",24384,"Sabiaceae",450,"1","PAN-02",NA,NA,NA,NA,NA,NA,222,"2013.241"
"5431",7056,"T491",1108084,"Iryanthera juruensis",324684,"Iryanthera",16678,"Myristicaceae",340,"18","PAN-03",NA,NA,NA,NA,NA,NA,195,"2014.219"
"5432",7745,"T491",637174,"Prunus integrifolia",504565,"Prunus",23140,"Rosaceae",397,"13","SPD-01",NA,NA,NA,NA,NA,NA,172,"2011.808"
"5433",9890,"T491",1062859,"Caryocar pallidum",99436,"Caryocar",8119,"Caryocaraceae",145,"15","SPD-02",NA,NA,NA,NA,NA,NA,140,"2009.033"
"5434",10868,"T491",55788,"Miconia pyrifolia",411295,"Miconia",16100,"Melastomataceae",414,"22","TAM-05",NA,NA,NA,NA,NA,NA,311,"2011.652"
"5435",11770,"T491",56610,"Drypetes amazonica",191886,"Drypetes",10592,"Putranjivaceae",211,"20","TAM-06",NA,NA,NA,NA,NA,NA,0,"2000.549"
"5436",12598,"T491",635682,"Cyathea divergens",146907,"Cyathea",22031,"Cyatheaceae",470,"15","TRU-04",NA,NA,NA,NA,NA,NA,122,"2011.575"
"5437",13656,"T491",633474,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"11","WAY-01",NA,NA,NA,NA,NA,NA,151,"2011.896"
"5438",492,"T492",1105874,"Clethra cuneata",123323,"Clethra",8686,"Clethraceae",147,"15","ACJ-01",NA,NA,NA,NA,NA,NA,229,"2014.2"
"5439",1350,"T492",634761,"Weinmannia bangii",621938,"Weinmannia",9498,"Cunoniaceae",347,"18","ESP-01",NA,NA,NA,NA,NA,NA,317,"2011.915"
"5440",3172,"T492",1106257,"Minquartia guianensis",416946,"Minquartia",17183,"Olacaceae",316,"1","PAN-02",NA,NA,NA,NA,NA,NA,150,"2013.241"
"5441",7057,"T492",1108085,"Senefeldera inclinata",552637,"Senefeldera",10888,"Euphorbiaceae",415,"18","PAN-03",NA,NA,NA,NA,NA,NA,225,"2014.219"
"5442",7746,"T492",637175,"Indet indet",655378,"Indet",31330190,"Lauraceae",374,"13","SPD-01",NA,NA,NA,NA,NA,NA,125,"2011.808"
"5443",9891,"T492",1062860,"Indet indet",655545,"Indet",31330357,"Indet",469,"15","SPD-02",NA,NA,NA,NA,NA,NA,115,"2009.033"
"5444",10869,"T492",55789,"Bixa arborea",70734,"Bixa",6364,"Bixaceae",222,"19","TAM-05",NA,NA,NA,NA,NA,NA,202,"2011.652"
"5445",11771,"T492",56611,"Tapura juruana",583608,"Tapura",9916,"Dichapetalaceae",192,"20","TAM-06",NA,NA,NA,NA,NA,NA,135,"2011.6725"
"5446",12599,"T492",635683,"Cyathea caracasana",146822,"Cyathea",22031,"Cyatheaceae",470,"15","TRU-04",NA,NA,NA,NA,NA,NA,214,"2011.575"
"5447",13657,"T492",633475,"Clusia alata",124433,"Clusia",8717,"Clusiaceae",350,"11","WAY-01",NA,NA,NA,NA,NA,NA,122,"2011.896"
"5448",1696,"T492.1",635107,"Miconia micropetala",411082,"Miconia",16100,"Melastomataceae",414,"18","ESP-01",NA,NA,NA,NA,NA,NA,108,"2011.915"
"5449",11904,"T492.1",261677,"Beilschmiedia tovarensis",66853,"Beilschmiedia",14554,"Lauraceae",374,"20","TAM-06",NA,NA,NA,NA,NA,NA,116,"2011.6725"
"5450",8763,"T492.2A",651365,"Pseudolmedia rigida",505752,"Pseudolmedia",16601,"Moraceae",364,"13","SPD-01",NA,NA,NA,NA,NA,NA,129,"2011.808"
"5451",493,"T493",1105875,"Weinmannia fagaroides",621985,"Weinmannia",9498,"Cunoniaceae",347,"15","ACJ-01",NA,NA,NA,NA,NA,NA,488,"2014.2"
"5452",1351,"T493",634762,"Weinmannia bangii",621938,"Weinmannia",9498,"Cunoniaceae",347,"18","ESP-01",NA,NA,NA,NA,NA,NA,238,"2011.915"
"5453",3173,"T493",1106258,"Ocotea javitensis",434641,"Ocotea",14636,"Lauraceae",374,"1","PAN-02",NA,NA,NA,NA,NA,NA,166,"2013.241"
"5454",7058,"T493",1108086,"Annona indet",629383,"Annona",1074,"Annonaceae",407,"18","PAN-03",NA,NA,NA,NA,NA,NA,113,"2014.219"
"5455",7747,"T493",637176,"Lissocarpa indet",643553,"Lissocarpa",15244,"Ebenaceae",432,"13","SPD-01",NA,NA,NA,NA,NA,NA,0,"2008.683"
"5456",9892,"T493",1062861,"Sapium glandulosum",536333,"Sapium",10870,"Euphorbiaceae",415,"15","SPD-02",NA,NA,NA,NA,NA,NA,263,"2009.033"
"5457",10870,"T493",55790,"Calophyllum brasiliense",89689,"Calophyllum",8706,"Clusiaceae",350,"19","TAM-05",NA,NA,NA,NA,NA,NA,0,"2008.648"
"5458",11772,"T493",56612,"Iriartea deltoidea",323534,"Iriartea",2617,"Arecaceae",413,"20","TAM-06",NA,NA,NA,NA,NA,NA,282,"2011.6725"
"5459",12600,"T493",635684,"Cyathea divergens",146907,"Cyathea",22031,"Cyatheaceae",470,"15","TRU-04",NA,NA,NA,NA,NA,NA,291,"2011.575"
"5460",13658,"T493",633476,"Escallonia myrtilloides",221221,"Escallonia",24934,"Escalloniaceae",456,"11","WAY-01",NA,NA,NA,NA,NA,NA,103,"2011.896"
"5461",10991,"T493A",140802,"Tetragastris altissima",587432,"Tetragastris",7416,"Burseraceae",330,"19","TAM-05",NA,NA,NA,NA,NA,NA,114,"2011.652"
"5462",494,"T494",1105876,"Symplocos psiloclada",580080,"Symplocos",26001,"Symplocaceae",124,"15","ACJ-01",NA,NA,NA,NA,NA,NA,170,"2014.2"
"5463",1352,"T494",634763,"Weinmannia bangii",621938,"Weinmannia",9498,"Cunoniaceae",347,"18","ESP-01",NA,NA,NA,NA,NA,NA,276,"2011.915"
"5464",3174,"T494",1106259,"Pouteria reticulata",501630,"Pouteria",24801,"Sapotaceae",377,"1","PAN-02",NA,NA,NA,NA,NA,NA,0,"2013.241"
"5465",7059,"T494",1108087,"Annona indet",629383,"Annona",1074,"Annonaceae",407,"18","PAN-03",NA,NA,NA,NA,NA,NA,115,"2014.219"
"5466",7748,"T494",637177,"Persea indet",642953,"Persea",14644,"Lauraceae",374,"14","SPD-01",NA,NA,NA,NA,NA,NA,246,"2011.808"
"5467",9893,"T494",1062862,"Miconia indet",644409,"Miconia",16100,"Melastomataceae",414,"15","SPD-02",NA,NA,NA,NA,NA,NA,138,"2009.033"
"5468",10871,"T494",55791,"Hevea guianensis",296959,"Hevea",10671,"Euphorbiaceae",415,"19","TAM-05",NA,NA,NA,NA,NA,NA,484,"2011.652"
"5469",11773,"T494",56613,"Iriartea deltoidea",323534,"Iriartea",2617,"Arecaceae",413,"20","TAM-06",NA,NA,NA,NA,NA,NA,246,"2011.6725"
"5470",12601,"T494",635685,"Cinchona calisaya",117874,"Cinchona",23365,"Rubiaceae",455,"15","TRU-04",NA,NA,NA,NA,NA,NA,135,"2011.575"
"5471",13659,"T494",633477,"Clethra cuneata",123323,"Clethra",8686,"Clethraceae",147,"11","WAY-01",NA,NA,NA,NA,NA,NA,143,"2011.896"
"5472",1697,"T494.1",635108,"Weinmannia bangii",621938,"Weinmannia",9498,"Cunoniaceae",347,"18","ESP-01",NA,NA,NA,NA,NA,NA,104,"2011.915"
"5473",495,"T495",1105877,"Miconia setulosa",411405,"Miconia",16100,"Melastomataceae",414,"15","ACJ-01",NA,NA,NA,NA,NA,NA,250,"2014.2"
"5474",1353,"T495",634764,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"18","ESP-01",NA,NA,NA,NA,NA,NA,106,"2011.915"
"5475",3175,"T495",1106260,"Qualea indet",655076,"Qualea",26767,"Vochysiaceae",281,"1","PAN-02",NA,NA,NA,NA,NA,NA,152,"2013.241"
"5476",7060,"T495",1108088,"Eriotheca globosa",217124,"Eriotheca",6388,"Malvaceae",418,"18","PAN-03",NA,NA,NA,NA,NA,NA,102,"2014.219"
"5477",7749,"T495",637178,"Ficus americana",240139,"Ficus",16557,"Moraceae",364,"14","SPD-01","SPD-01","T495","americana","Moraceae","Ficus americana","Aubl.",640,"2011.808"
"5478",9894,"T495",1062863,"Guarea kunthiana",274950,"Guarea",16284,"Meliaceae",376,"15","SPD-02","SPD-02","T495","kunthiana","Meliaceae","Guarea kunthiana","A. Juss.",155,"2009.033"
"5479",10872,"T495",55792,"Minquartia guianensis",416946,"Minquartia",17183,"Olacaceae",316,"19","TAM-05",NA,NA,NA,NA,NA,NA,408,"2011.652"
"5480",11774,"T495",56614,"Iriartea deltoidea",323534,"Iriartea",2617,"Arecaceae",413,"20","TAM-06",NA,NA,NA,NA,NA,NA,192,"2011.6725"
"5481",12602,"T495",635686,"Weinmannia bangii",621938,"Weinmannia",9498,"Cunoniaceae",347,"15","TRU-04","TRU-04","T495","bangii","Cunoniaceae","Weinmannia bangii","Rusby",472,"2011.575"
"5482",13660,"T495",633478,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"11","WAY-01",NA,NA,NA,NA,NA,NA,117,"2011.896"
"5483",11775,"T495.1",56615,"Nectandra pulverulenta",427020,"Nectandra",14628,"Lauraceae",374,"20","TAM-06",NA,NA,NA,NA,NA,NA,101,"2011.6725"
"5484",496,"T496",1105878,"Miconia setulosa",411405,"Miconia",16100,"Melastomataceae",414,"15","ACJ-01",NA,NA,NA,NA,NA,NA,193,"2014.2"
"5485",1354,"T496",634765,"Weinmannia bangii",621938,"Weinmannia",9498,"Cunoniaceae",347,"18","ESP-01",NA,NA,NA,NA,NA,NA,242,"2011.915"
"5486",3176,"T496",1106261,"Hevea brasiliensis",296945,"Hevea",10671,"Euphorbiaceae",415,"1","PAN-02",NA,NA,NA,NA,NA,NA,499,"2013.241"
"5487",7061,"T496",1108089,"Micropholis guyanensis",412585,"Micropholis",24761,"Sapotaceae",377,"18","PAN-03",NA,NA,NA,NA,NA,NA,275,"2014.219"
"5488",7750,"T496",637179,"Matayba indet",652869,"Matayba",24560,"Sapindaceae",409,"14","SPD-01",NA,NA,NA,NA,NA,NA,274,"2011.808"
"5489",9895,"T496",1062864,"Guatteria glauca",275265,"Guatteria",1147,"Annonaceae",407,"15","SPD-02",NA,NA,NA,NA,NA,NA,106,"2009.033"
"5490",10873,"T496",55793,"Licania heteromorpha",358958,"Licania",8654,"Chrysobalanaceae",324,"19","TAM-05",NA,NA,NA,NA,NA,NA,175,"2011.652"
"5491",11776,"T496",56616,"Iriartea deltoidea",323534,"Iriartea",2617,"Arecaceae",413,"20","TAM-06",NA,NA,NA,NA,NA,NA,244,"2011.6725"
"5492",12603,"T496",635687,"Freziera parva",246833,"Freziera",26059,"Pentaphylacaceae",306,"15","TRU-04","TRU-04","T496","karsteniana","Pentaphylacaceae","Freziera karsteniana","(Szyszy?.) Kobuski",279,"2011.575"
"5493",13661,"T496",633479,"Clusia alata",124433,"Clusia",8717,"Clusiaceae",350,"11","WAY-01",NA,NA,NA,NA,NA,NA,231,"2011.896"
"5494",497,"T497",1105879,"Miconia setulosa",411405,"Miconia",16100,"Melastomataceae",414,"15","ACJ-01",NA,NA,NA,NA,NA,NA,165,"2014.2"
"5495",1355,"T497",634766,"Weinmannia bangii",621938,"Weinmannia",9498,"Cunoniaceae",347,"18","ESP-01",NA,NA,NA,NA,NA,NA,285,"2011.915"
"5496",3177,"T497",1106262,"Senefeldera inclinata",552637,"Senefeldera",10888,"Euphorbiaceae",415,"1","PAN-02",NA,NA,NA,NA,NA,NA,137,"2013.241"
"5497",7062,"T497",1108090,"Dendrobangia boliviana",161454,"Dendrobangia",13904,"Cardiopteridaceae",245,"18","PAN-03",NA,NA,NA,NA,NA,NA,220,"2014.219"
"5498",7751,"T497",637180,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"14","SPD-01",NA,NA,NA,NA,NA,NA,144,"2011.808"
"5499",9896,"T497",1062865,"Tachigali setifera",581903,"Tachigali",12729,"Fabaceae",423,"15","SPD-02",NA,NA,NA,NA,NA,NA,142,"2009.033"
"5500",10874,"T497",55794,"Micropholis guyanensis",412585,"Micropholis",24761,"Sapotaceae",377,"18","TAM-05",NA,NA,NA,NA,NA,NA,284,"2011.652"
"5501",11777,"T497",56617,"Iriartea deltoidea",323534,"Iriartea",2617,"Arecaceae",413,"20","TAM-06",NA,NA,NA,NA,NA,NA,0,"2008.656"
"5502",12604,"T497",635688,"Cyathea delgadii",146888,"Cyathea",22031,"Cyatheaceae",470,"15","TRU-04",NA,NA,NA,NA,NA,NA,92,"2011.575"
"5503",13662,"T497",633480,"Clusia alata",124433,"Clusia",8717,"Clusiaceae",350,"11","WAY-01",NA,NA,NA,NA,NA,NA,164,"2011.896"
"5504",1698,"T497.1",635109,"Weinmannia bangii",621938,"Weinmannia",9498,"Cunoniaceae",347,"18","ESP-01",NA,NA,NA,NA,NA,NA,192,"2011.915"
"5505",1699,"T497.2",635110,"Weinmannia bangii",621938,"Weinmannia",9498,"Cunoniaceae",347,"18","ESP-01",NA,NA,NA,NA,NA,NA,240,"2011.915"
"5506",498,"T498",1105880,"Clethra cuneata",123323,"Clethra",8686,"Clethraceae",147,"15","ACJ-01",NA,NA,NA,NA,NA,NA,274,"2014.2"
"5507",1356,"T498",634767,"Meliosma frondosa",403351,"Meliosma",24384,"Sabiaceae",450,"19","ESP-01","ESP-01","T498","frondosa","Sabiaceae","Meliosma frondosa","Cuatrec. & Idrobo",199,"2011.915"
"5508",3178,"T498",1106263,"Hevea brasiliensis",296945,"Hevea",10671,"Euphorbiaceae",415,"1","PAN-02","PAN-02","T498","guianensis","Euphorbiaceae","Hevea guianensis","Aubl.",267,"2013.241"
"5509",7063,"T498",1108091,"Faramea torquata",236449,"Faramea",23508,"Rubiaceae",455,"18","PAN-03",NA,NA,NA,NA,NA,NA,112,"2014.219"
"5510",7752,"T498",637181,"Inga indet",640193,"Inga",11884,"Fabaceae",423,"14","SPD-01","SPD-01","T498","killipiana","Fabaceae","Inga killipiana","J.F. Macbr.",280,"2011.808"
"5511",9897,"T498",1062866,"Pouteria bilocularis",501351,"Pouteria",24801,"Sapotaceae",377,"15","SPD-02",NA,NA,NA,NA,NA,NA,219,"2009.033"
"5512",10875,"T498",55795,"Pourouma minor",501245,"Pourouma",8321,"Urticaceae",378,"23","TAM-05",NA,NA,NA,NA,NA,NA,177,"2011.652"
"5513",11778,"T498",56618,"Gallesia integrifolia",251712,"Gallesia",19428,"Phytolaccaceae",332,"20","TAM-06",NA,NA,NA,NA,NA,NA,841,"2011.6725"
"5514",12605,"T498",635689,"Hedyosmum translucidum",286859,"Hedyosmum",8621,"Chloranthaceae",226,"15","TRU-04",NA,NA,NA,NA,NA,NA,0,"2011.575"
"5515",13663,"T498",633481,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"11","WAY-01",NA,NA,NA,NA,NA,NA,113,"2011.896"
"5516",13104,"T498.2.A",636188,"Miconia indet",644409,"Miconia",16100,"Melastomataceae",414,"15","TRU-04",NA,NA,NA,NA,NA,NA,114,"2011.575"
"5517",13105,"T498.2.B",636189,"Miconia indet",644409,"Miconia",16100,"Melastomataceae",414,"15","TRU-04",NA,NA,NA,NA,NA,NA,132,"2011.575"
"5518",499,"T499",1105881,"Weinmannia fagaroides",621985,"Weinmannia",9498,"Cunoniaceae",347,"15","ACJ-01",NA,NA,NA,NA,NA,NA,200,"2014.2"
"5519",1357,"T499",634768,"Indet indet",655378,"Indet",31330190,"Lauraceae",374,"19","ESP-01",NA,NA,NA,NA,NA,NA,216,"2011.915"
"5520",3179,"T499",1106264,"Indet indet",655545,"Indet",31330357,"Indet",469,"1","PAN-02",NA,NA,NA,NA,NA,NA,100,"2013.241"
"5521",7064,"T499",1108092,"Schizocalyx obovatus ",735353,"Schizocalyx",23963,"Rubiaceae",455,"18","PAN-03",NA,NA,NA,NA,NA,NA,129,"2014.219"
"5522",7753,"T499",637182,"Cissus trianae",120444,"Cissus",26713,"Vitaceae",317,"14","SPD-01",NA,NA,NA,NA,NA,NA,113,"2011.808"
"5523",9898,"T499",1062867,"Mezilaurus campaucola",410183,"Mezilaurus",14623,"Lauraceae",374,"15","SPD-02",NA,NA,NA,NA,NA,NA,132,"2009.033"
"5524",10876,"T499",55796,"Pseudolmedia laevigata",505740,"Pseudolmedia",16601,"Moraceae",364,"23","TAM-05",NA,NA,NA,NA,NA,NA,160,"2011.652"
"5525",11779,"T499",56619,"Iriartea deltoidea",323534,"Iriartea",2617,"Arecaceae",413,"20","TAM-06",NA,NA,NA,NA,NA,NA,270,"2011.6725"
"5526",12606,"T499",635690,"Cyathea delgadii",146888,"Cyathea",22031,"Cyatheaceae",470,"15","TRU-04",NA,NA,NA,NA,NA,NA,297,"2011.575"
"5527",13664,"T499",633482,"Weinmannia bangii",621938,"Weinmannia",9498,"Cunoniaceae",347,"11","WAY-01",NA,NA,NA,NA,NA,NA,98,"2011.896"
"5528",1700,"T499.1",635111,"Oreopanax microflorous",443378,"Oreopanax",2438,"Araliaceae",368,"19","ESP-01",NA,NA,NA,NA,NA,NA,0,"2011.915"
"5529",11780,"T499.1",56620,"Pouteria torta",501699,"Pouteria",24801,"Sapotaceae",377,"20","TAM-06",NA,NA,NA,NA,NA,NA,135,"2011.6725"
